customer_id,customer_name,email,registration_date,customer_type
CUST0071,Isha Jadhav,isha.jadhav71@example.com,2026-01-17,REGULAR
CUST0072,Ananya Mehta,ananya.mehta72@example.com,2024-04-01,REGULAR
CUST0073,Ananya Sharma,ananya.sharma73@example.com,2025-08-29,PREMIUM
CUST0074,Sneha Deshmukh,sneha.deshmukh74@example.com,2025-10-19,VIP
CUST0075,Kavya Verma,kavya.verma75@example.com,2026-01-26,REGULAR
CUST0076,Karan Deshmukh,karan.deshmukh76@example.com,2024-12-04,REGULAR
CUST0077,Aditi Gupta,aditi.gupta77@example.com,2026-04-22,REGULAR
CUST0078,Neha Sharma,neha.sharma78@example.com,2024-03-18,VIP
CUST0079,Pooja More,pooja.more79@example.com,2026-04-05,REGULAR
CUST0080,Vivaan More,vivaan.more80@example.com,2024-05-04,REGULAR
CUST0081,Aditya Shinde,aditya.shinde81@example.com,2024-04-15,VIP
CUST0082,Yash Pawar,yash.pawar82@example.com,2024-07-05,VIP
CUST0083,Yash Shinde,yash.shinde83@example.com,2026-07-12,REGULAR
CUST0084,Meera Patel,meera.patel84@example.com,2025-10-13,VIP
CUST0085,Aditi Shinde,aditi.shinde85@example.com,2026-03-23,PREMIUM
CUST0086,Amit Joshi,amit.joshi86@example.com,2025-05-03,REGULAR
CUST0087,Amit Pawar,amit.pawar87@example.com,2024-07-22,VIP
CUST0088,Akash Jadhav,akash.jadhav88@example.com,2025-05-06,REGULAR
CUST0089,Aarav Jadhav,aarav.jadhav89@example.com,2026-05-24,REGULAR
CUST0090,Aditya More,aditya.more90@example.com,2024-11-27,VIP
CUST0091,Amit Sawant,amit.sawant91@example.com,2025-06-26,REGULAR
CUST0092,Yash Kulkarni,yash.kulkarni92@example.com,2025-03-18,REGULAR
CUST0093,Sneha Khan,sneha.khan93@example.com,2026-04-23,VIP
CUST0094,Akash Shinde,akash.shinde94@example.com,2026-04-01,REGULAR
CUST0095,Kavya Deshmukh,kavya.deshmukh95@example.com,2024-06-09,REGULAR
CUST0096,Amit Patel,amit.patel96@example.com,2024-06-15,VIP
CUST0097,Kavya Sawant,kavya.sawant97@example.com,2025-02-27,PREMIUM
CUST0098,Meera Joshi,meera.joshi98@example.com,2025-06-16,REGULAR
CUST0099,Amit More,amit.more99@example.com,2026-01-28,PREMIUM
CUST0100,Vivaan Patel,vivaan.patel100@example.com,2025-10-20,PREMIUM
CUST0101,Vivaan Sharma,vivaan.sharma101@example.com,2025-06-02,REGULAR
CUST0102,Amit Sawant,amit.sawant102@example.com,2025-11-17,VIP
CUST0103,Isha More,isha.more103@example.com,2024-01-16,REGULAR
CUST0104,Aditya Mehta,aditya.mehta104@example.com,2024-08-19,VIP
CUST0105,Vivaan Khan,vivaan.khan105@example.com,2025-07-27,VIP
CUST0106,Kavya Sawant,kavya.sawant106@example.com,2025-10-29,REGULAR
CUST0107,Vivaan Deshmukh,vivaan.deshmukh107@example.com,2025-07-20,REGULAR
CUST0108,Priya Joshi,priya.joshi108@example.com,2025-01-22,VIP
CUST0109,Arjun Kulkarni,arjun.kulkarni109@example.com,2026-05-19,PREMIUM
CUST0110,Meera Gupta,meera.gupta110@example.com,2024-08-28,REGULAR
CUST0111,Rohan Singh,rohan.singh111@example.com,2024-10-02,PREMIUM
CUST0112,Aarav Sawant,aarav.sawant112@example.com,2025-05-31,PREMIUM
CUST0113,Yash Deshmukh,yash.deshmukh113@example.com,2024-09-04,VIP
CUST0114,Arjun Pawar,arjun.pawar114@example.com,2024-03-01,PREMIUM
CUST0115,Yash Joshi,yash.joshi115@example.com,2025-12-16,PREMIUM
CUST0116,Akash Khan,akash.khan116@example.com,2024-12-19,REGULAR
CUST0117,Aarav Verma,aarav.verma117@example.com,2024-10-27,PREMIUM
CUST0118,Neha Deshmukh,neha.deshmukh118@example.com,2024-04-17,PREMIUM
CUST0119,Priya Verma,priya.verma119@example.com,2026-03-02,PREMIUM
CUST0120,Kavya Kulkarni,kavya.kulkarni120@example.com,2024-02-12,REGULAR
CUST0121,Amit Sawant,amit.sawant121@example.com,2026-06-20,PREMIUM
CUST0122,Vivaan Patel,vivaan.patel122@example.com,2026-07-15,PREMIUM
CUST0123,Priya Gupta,priya.gupta123@example.com,2025-05-02,PREMIUM
CUST0124,Meera More,meera.more124@example.com,2024-06-28,PREMIUM
CUST0125,Aditi Joshi,aditi.joshi125@example.com,2025-01-30,REGULAR
CUST0126,Isha Sharma,isha.sharma126@example.com,2026-03-18,VIP
CUST0127,Karan Kulkarni,karan.kulkarni127@example.com,2025-10-31,REGULAR
CUST0128,Neha Shinde,neha.shinde128@example.com,2025-05-02,VIP
CUST0129,Arjun Gupta,arjun.gupta129@example.com,2025-04-11,VIP
CUST0130,Akash Verma,akash.verma130@example.com,2025-09-26,PREMIUM
CUST0131,Ananya Gupta,ananya.gupta131@example.com,2025-04-04,VIP
CUST0132,Rahul Joshi,rahul.joshi132@example.com,2025-10-15,VIP
CUST0133,Ananya Verma,ananya.verma133@example.com,2024-09-27,VIP
CUST0134,Aditi Deshmukh,aditi.deshmukh134@example.com,2025-09-22,VIP
CUST0135,Aarav Deshmukh,aarav.deshmukh135@example.com,2025-03-21,REGULAR
CUST0136,Isha Singh,isha.singh136@example.com,2026-06-19,VIP
CUST0137,Neha Jadhav,neha.jadhav137@example.com,2025-11-17,PREMIUM
CUST0138,Karan More,karan.more138@example.com,2026-01-05,VIP
CUST0139,Rohan Verma,rohan.verma139@example.com,2024-05-11,PREMIUM
CUST0140,Riya Verma,riya.verma140@example.com,2025-06-04,REGULAR
CUST0141,Yash Verma,yash.verma141@example.com,2025-04-27,REGULAR
CUST0142,Karan Sawant,karan.sawant142@example.com,2024-02-07,REGULAR
CUST0143,Yash Jadhav,yash.jadhav143@example.com,2024-04-23,PREMIUM
CUST0144,Isha Mehta,isha.mehta144@example.com,2026-06-13,REGULAR
CUST0145,Ananya Jadhav,ananya.jadhav145@example.com,2025-09-12,REGULAR
CUST0146,Rahul Verma,rahul.verma146@example.com,2024-01-09,REGULAR
CUST0147,Isha Joshi,isha.joshi147@example.com,2024-09-30,VIP
CUST0148,Riya Jadhav,riya.jadhav148@example.com,2024-03-19,VIP
CUST0149,Yash Mehta,yash.mehta149@example.com,2024-07-07,PREMIUM
CUST0150,Rahul Singh,rahul.singh150@example.com,2025-12-22,VIP
CUST0151,Riya More,riya.more151@example.com,2026-07-14,PREMIUM
CUST0152,Sneha Shinde,sneha.shinde152@example.com,2026-02-23,PREMIUM
CUST0153,Kavya Jadhav,kavya.jadhav153@example.com,2024-09-04,VIP
CUST0154,Pooja Jadhav,pooja.jadhav154@example.com,2025-02-06,REGULAR
CUST0155,Amit Singh,amit.singh155@example.com,2026-03-20,PREMIUM
CUST0156,Yash Deshmukh,yash.deshmukh156@example.com,2025-11-14,REGULAR
CUST0157,Akash Joshi,akash.joshi157@example.com,2025-02-26,PREMIUM
CUST0158,Neha Mehta,neha.mehta158@example.com,2026-04-19,REGULAR
CUST0159,Rahul Sawant,rahul.sawant159@example.com,2024-12-25,PREMIUM
CUST0160,Rahul Gupta,rahul.gupta160@example.com,2024-11-28,REGULAR
CUST0161,Isha Pawar,isha.pawar161@example.com,2025-05-29,VIP
CUST0162,Sneha Pawar,sneha.pawar162@example.com,2024-04-06,REGULAR
CUST0163,Isha Pawar,isha.pawar163@example.com,2026-06-26,VIP
CUST0164,Aarav Khan,aarav.khan164@example.com,2026-06-13,PREMIUM
CUST0165,Pooja Sharma,pooja.sharma165@example.com,2025-06-30,PREMIUM
CUST0166,Ananya Khan,ananya.khan166@example.com,2025-10-12,VIP
CUST0167,Kavya Singh,kavya.singh167@example.com,2026-07-26,REGULAR
CUST0168,Pooja Joshi,pooja.joshi168@example.com,2025-02-27,PREMIUM
CUST0169,Pooja Sharma,pooja.sharma169@example.com,2025-08-27,PREMIUM
CUST0170,Ananya Gupta,ananya.gupta170@example.com,2024-09-13,PREMIUM
CUST0171,Rahul Shinde,rahul.shinde171@example.com,2026-04-09,REGULAR
CUST0172,Ananya Shinde,ananya.shinde172@example.com,2026-05-26,VIP
CUST0173,Aarav Patel,aarav.patel173@example.com,2025-10-27,REGULAR
CUST0174,Sneha Sawant,sneha.sawant174@example.com,2024-03-19,PREMIUM
CUST0175,Ananya Kulkarni,ananya.kulkarni175@example.com,2024-11-24,PREMIUM
CUST0176,Neha Kulkarni,neha.kulkarni176@example.com,2025-08-11,PREMIUM
CUST0177,Isha Deshmukh,isha.deshmukh177@example.com,2024-05-07,PREMIUM
CUST0178,Aarav Gupta,aarav.gupta178@example.com,2026-04-17,REGULAR
CUST0179,Priya Joshi,priya.joshi179@example.com,2024-04-16,VIP
CUST0180,Vivaan Singh,vivaan.singh180@example.com,2024-02-18,REGULAR
CUST0181,Karan Khan,karan.khan181@example.com,2024-02-01,VIP
CUST0182,Rahul Joshi,rahul.joshi182@example.com,2024-07-15,PREMIUM
CUST0183,Arjun Shinde,arjun.shinde183@example.com,2024-12-04,PREMIUM
CUST0184,Amit Singh,amit.singh184@example.com,2025-07-27,REGULAR
CUST0185,Meera Shinde,meera.shinde185@example.com,2024-06-26,REGULAR
CUST0186,Akash Patel,akash.patel186@example.com,2026-06-17,REGULAR
CUST0187,Akash Shinde,akash.shinde187@example.com,2025-08-06,PREMIUM
CUST0188,Karan Patel,karan.patel188@example.com,2026-07-08,VIP
CUST0189,Yash Patel,yash.patel189@example.com,2025-04-13,VIP
CUST0190,Meera Singh,meera.singh190@example.com,2024-07-07,VIP
CUST0191,Vivaan Kulkarni,vivaan.kulkarni191@example.com,2026-04-07,PREMIUM
CUST0192,Priya Patel,priya.patel192@example.com,2026-02-24,VIP
CUST0193,Neha Sharma,neha.sharma193@example.com,2025-10-14,PREMIUM
CUST0194,Arjun Pawar,arjun.pawar194@example.com,2025-07-16,VIP
CUST0195,Sneha Gupta,sneha.gupta195@example.com,2024-08-25,PREMIUM
CUST0196,Rohan Gupta,rohan.gupta196@example.com,2026-03-21,VIP
CUST0197,Amit Shinde,amit.shinde197@example.com,2026-04-16,PREMIUM
CUST0198,Sneha Pawar,sneha.pawar198@example.com,2026-07-09,PREMIUM
CUST0199,Neha Khan,neha.khan199@example.com,2025-01-16,REGULAR
CUST0200,Amit Mehta,amit.mehta200@example.com,2025-12-01,REGULAR
CUST0201,Sneha Shinde,sneha.shinde201@example.com,2025-08-11,PREMIUM
CUST0202,Aarav Jadhav,aarav.jadhav202@example.com,2025-05-19,REGULAR
CUST0203,Pooja Joshi,pooja.joshi203@example.com,2025-07-05,PREMIUM
CUST0204,Neha Deshmukh,neha.deshmukh204@example.com,2026-07-15,VIP
CUST0205,Amit More,amit.more205@example.com,2024-01-16,VIP
CUST0206,Karan Patel,karan.patel206@example.com,2025-01-09,VIP
CUST0207,Isha Jadhav,isha.jadhav207@example.com,2026-05-12,REGULAR
CUST0208,Pooja Verma,pooja.verma208@example.com,2026-02-01,PREMIUM
CUST0209,Aarav Patel,aarav.patel209@example.com,2025-04-02,REGULAR
CUST0210,Ananya Gupta,ananya.gupta210@example.com,2025-01-12,PREMIUM
CUST0211,Aditi Kulkarni,aditi.kulkarni211@example.com,2026-01-05,VIP
CUST0212,Riya Kulkarni,riya.kulkarni212@example.com,2025-10-22,VIP
CUST0213,Kavya Kulkarni,kavya.kulkarni213@example.com,2025-06-30,VIP
CUST0214,Sneha Deshmukh,sneha.deshmukh214@example.com,2025-04-21,PREMIUM
CUST0215,Yash Patel,yash.patel215@example.com,2024-10-26,PREMIUM
CUST0216,Arjun Gupta,arjun.gupta216@example.com,2026-04-12,VIP
CUST0217,Rohan Joshi,rohan.joshi217@example.com,2024-12-02,VIP
CUST0218,Pooja Deshmukh,pooja.deshmukh218@example.com,2026-07-04,VIP
CUST0219,Meera Deshmukh,meera.deshmukh219@example.com,2024-06-05,REGULAR
CUST0220,Akash Joshi,akash.joshi220@example.com,2025-07-14,REGULAR
CUST0221,Akash Sharma,akash.sharma221@example.com,2026-04-09,REGULAR
CUST0222,Amit Sharma,amit.sharma222@example.com,2024-03-25,VIP
CUST0223,Akash Gupta,akash.gupta223@example.com,2024-07-15,VIP
CUST0224,Pooja Patel,pooja.patel224@example.com,2024-01-20,VIP
CUST0225,Akash Jadhav,akash.jadhav225@example.com,2026-01-13,PREMIUM
CUST0226,Neha Sawant,neha.sawant226@example.com,2024-03-20,PREMIUM
CUST0227,Pooja Patel,pooja.patel227@example.com,2024-04-11,PREMIUM
CUST0228,Pooja Patel,pooja.patel228@example.com,2026-06-15,VIP
CUST0229,Vivaan Sawant,vivaan.sawant229@example.com,2024-08-19,VIP
CUST0230,Akash Patel,akash.patel230@example.com,2025-01-20,REGULAR
CUST0231,Kavya Singh,kavya.singh231@example.com,2025-10-08,VIP
CUST0232,Meera Singh,meera.singh232@example.com,2024-12-16,VIP
CUST0233,Ananya Jadhav,ananya.jadhav233@example.com,2025-11-18,PREMIUM
CUST0234,Aditi Pawar,aditi.pawar234@example.com,2025-04-19,VIP
CUST0235,Meera Sharma,meera.sharma235@example.com,2024-06-03,REGULAR
CUST0236,Karan Deshmukh,karan.deshmukh236@example.com,2024-05-06,REGULAR
CUST0237,Yash Sawant,yash.sawant237@example.com,2026-05-07,REGULAR
CUST0238,Rohan Sharma,rohan.sharma238@example.com,2025-09-26,PREMIUM
CUST0239,Meera Jadhav,meera.jadhav239@example.com,2025-03-28,REGULAR
CUST0240,Yash Deshmukh,yash.deshmukh240@example.com,2025-03-15,VIP
CUST0241,Sneha Patel,sneha.patel241@example.com,2024-12-28,PREMIUM
CUST0242,Aditi Verma,aditi.verma242@example.com,2024-11-03,PREMIUM
CUST0243,Arjun More,arjun.more243@example.com,2024-12-15,VIP
CUST0244,Rahul Mehta,rahul.mehta244@example.com,2025-02-16,REGULAR
CUST0245,Aditya Sharma,aditya.sharma245@example.com,2024-09-14,PREMIUM
CUST0246,Meera Gupta,meera.gupta246@example.com,2026-06-03,PREMIUM
CUST0247,Sneha Patel,sneha.patel247@example.com,2025-12-29,VIP
CUST0248,Akash Gupta,akash.gupta248@example.com,2025-09-17,PREMIUM
CUST0249,Riya More,riya.more249@example.com,2026-02-06,PREMIUM
CUST0250,Aditya Shinde,aditya.shinde250@example.com,2024-03-02,PREMIUM
CUST0251,Neha Shinde,neha.shinde251@example.com,2025-01-23,REGULAR
CUST0252,Aditya Joshi,aditya.joshi252@example.com,2026-06-12,VIP
CUST0253,Aarav Singh,aarav.singh253@example.com,2025-02-22,VIP
CUST0254,Vivaan Singh,vivaan.singh254@example.com,2024-09-29,PREMIUM
CUST0255,Riya Verma,riya.verma255@example.com,2025-11-17,PREMIUM
CUST0256,Rohan Shinde,rohan.shinde256@example.com,2025-11-08,VIP
CUST0257,Pooja Patel,pooja.patel257@example.com,2025-12-31,PREMIUM
CUST0258,Isha Kulkarni,isha.kulkarni258@example.com,2025-05-13,VIP
CUST0259,Arjun Khan,arjun.khan259@example.com,2024-09-06,PREMIUM
CUST0260,Isha Gupta,isha.gupta260@example.com,2026-02-08,PREMIUM
CUST0261,Ananya Khan,ananya.khan261@example.com,2026-05-04,REGULAR
CUST0262,Sneha Patel,sneha.patel262@example.com,2025-05-03,PREMIUM
CUST0263,Neha Patel,neha.patel263@example.com,2025-09-19,VIP
CUST0264,Aarav Verma,aarav.verma264@example.com,2026-04-22,PREMIUM
CUST0265,Isha Sharma,isha.sharma265@example.com,2024-10-18,VIP
CUST0266,Priya Shinde,priya.shinde266@example.com,2026-02-13,VIP
CUST0267,Sneha Singh,sneha.singh267@example.com,2024-03-21,REGULAR
CUST0268,Amit More,amit.more268@example.com,2024-07-22,PREMIUM
CUST0269,Sneha Mehta,sneha.mehta269@example.com,2026-01-22,REGULAR
CUST0270,Aarav Verma,aarav.verma270@example.com,2025-01-06,VIP
CUST0271,Rohan Deshmukh,rohan.deshmukh271@example.com,2026-05-05,REGULAR
CUST0272,Kavya Pawar,kavya.pawar272@example.com,2024-05-24,REGULAR
CUST0273,Arjun Jadhav,arjun.jadhav273@example.com,2024-07-01,VIP
CUST0274,Rahul Jadhav,rahul.jadhav274@example.com,2025-03-29,VIP
CUST0275,Amit Pawar,amit.pawar275@example.com,2026-01-19,PREMIUM
CUST0276,Yash Jadhav,yash.jadhav276@example.com,2026-05-06,REGULAR
CUST0277,Ananya Joshi,ananya.joshi277@example.com,2026-07-20,VIP
CUST0278,Rahul Khan,rahul.khan278@example.com,2024-04-18,PREMIUM
CUST0279,Isha Kulkarni,isha.kulkarni279@example.com,2026-02-27,PREMIUM
CUST0280,Aarav Deshmukh,aarav.deshmukh280@example.com,2025-04-08,VIP
CUST0281,Aditi Verma,aditi.verma281@example.com,2026-01-30,REGULAR
CUST0282,Sneha More,sneha.more282@example.com,2026-01-22,PREMIUM
CUST0283,Neha More,neha.more283@example.com,2026-04-24,PREMIUM
CUST0284,Sneha Mehta,sneha.mehta284@example.com,2025-05-14,REGULAR
CUST0285,Yash Shinde,yash.shinde285@example.com,2025-08-17,REGULAR
CUST0286,Isha Sharma,isha.sharma286@example.com,2025-05-09,VIP
CUST0287,Pooja Gupta,pooja.gupta287@example.com,2025-08-15,PREMIUM
CUST0288,Rahul Jadhav,rahul.jadhav288@example.com,2024-02-27,REGULAR
CUST0289,Riya Shinde,riya.shinde289@example.com,2025-05-30,REGULAR
CUST0290,Sneha Patel,sneha.patel290@example.com,2026-03-28,PREMIUM
CUST0291,Aarav Gupta,aarav.gupta291@example.com,2024-08-11,PREMIUM
CUST0292,Rahul Patel,rahul.patel292@example.com,2025-12-30,PREMIUM
CUST0293,Neha Shinde,neha.shinde293@example.com,2025-09-09,VIP
CUST0294,Aditya Khan,aditya.khan294@example.com,2025-05-25,VIP
CUST0295,Kavya Pawar,kavya.pawar295@example.com,2025-05-06,VIP
CUST0296,Pooja Khan,pooja.khan296@example.com,2026-04-20,REGULAR
CUST0297,Meera Patel,meera.patel297@example.com,2024-12-30,VIP
CUST0298,Akash Joshi,akash.joshi298@example.com,2024-05-20,PREMIUM
CUST0299,Arjun Singh,arjun.singh299@example.com,2024-06-05,PREMIUM
CUST0300,Rohan Gupta,rohan.gupta300@example.com,2025-04-10,REGULAR
CUST0301,Vivaan Kulkarni,vivaan.kulkarni301@example.com,2024-03-28,PREMIUM
CUST0302,Priya Kulkarni,priya.kulkarni302@example.com,2025-10-31,REGULAR
CUST0303,Yash More,yash.more303@example.com,2025-10-02,VIP
CUST0304,Rohan Sawant,rohan.sawant304@example.com,2024-09-28,REGULAR
CUST0305,Meera Khan,meera.khan305@example.com,2025-08-17,VIP
CUST0306,Yash Jadhav,yash.jadhav306@example.com,2026-06-24,REGULAR
CUST0307,Yash Jadhav,yash.jadhav307@example.com,2025-01-29,PREMIUM
CUST0308,Amit Verma,amit.verma308@example.com,2024-01-15,PREMIUM
CUST0309,Akash Verma,akash.verma309@example.com,2026-04-29,REGULAR
CUST0310,Aditya Jadhav,aditya.jadhav310@example.com,2025-06-20,VIP
CUST0311,Akash Verma,akash.verma311@example.com,2025-10-21,VIP
CUST0312,Amit Jadhav,amit.jadhav312@example.com,2025-04-14,REGULAR
CUST0313,Ananya Khan,ananya.khan313@example.com,2026-01-20,REGULAR
CUST0314,Yash Pawar,yash.pawar314@example.com,2026-06-07,PREMIUM
CUST0315,Aditi Deshmukh,aditi.deshmukh315@example.com,2025-04-03,REGULAR
CUST0316,Ananya Deshmukh,ananya.deshmukh316@example.com,2024-01-13,VIP
CUST0317,Vivaan Mehta,vivaan.mehta317@example.com,2026-07-31,VIP
CUST0318,Pooja Khan,pooja.khan318@example.com,2025-03-20,REGULAR
CUST0319,Meera Singh,meera.singh319@example.com,2025-07-01,REGULAR
CUST0320,Karan Shinde,karan.shinde320@example.com,2025-01-24,VIP
CUST0321,Rahul Verma,rahul.verma321@example.com,2024-05-30,VIP
CUST0322,Vivaan Deshmukh,vivaan.deshmukh322@example.com,2025-11-15,REGULAR
CUST0323,Aditi Kulkarni,aditi.kulkarni323@example.com,2024-07-23,REGULAR
CUST0324,Akash Kulkarni,akash.kulkarni324@example.com,2025-10-07,REGULAR
CUST0325,Karan Sawant,karan.sawant325@example.com,2026-04-17,PREMIUM
CUST0326,Riya More,riya.more326@example.com,2025-02-27,REGULAR
CUST0327,Amit Mehta,amit.mehta327@example.com,2026-01-18,PREMIUM
CUST0328,Neha Singh,neha.singh328@example.com,2024-06-27,PREMIUM
CUST0329,Aditya Sawant,aditya.sawant329@example.com,2024-12-16,VIP
CUST0330,Ananya Khan,ananya.khan330@example.com,2026-05-15,PREMIUM
CUST0331,Aditya Singh,aditya.singh331@example.com,2025-09-04,REGULAR
CUST0332,Amit More,amit.more332@example.com,2024-07-10,PREMIUM
CUST0333,Priya Verma,priya.verma333@example.com,2025-02-11,VIP
CUST0334,Ananya Khan,ananya.khan334@example.com,2025-07-31,REGULAR
CUST0335,Yash Jadhav,yash.jadhav335@example.com,2024-02-08,VIP
CUST0336,Kavya Kulkarni,kavya.kulkarni336@example.com,2024-12-09,VIP
CUST0337,Aditya Verma,aditya.verma337@example.com,2025-12-22,VIP
CUST0338,Akash Verma,akash.verma338@example.com,2025-09-26,REGULAR
CUST0339,Rahul Sharma,rahul.sharma339@example.com,2024-02-27,PREMIUM
CUST0340,Pooja Patel,pooja.patel340@example.com,2024-05-30,REGULAR
CUST0341,Kavya Sawant,kavya.sawant341@example.com,2025-08-26,PREMIUM
CUST0342,Priya Verma,priya.verma342@example.com,2026-04-19,PREMIUM
CUST0343,Aditi Gupta,aditi.gupta343@example.com,2024-08-28,PREMIUM
CUST0344,Arjun Khan,arjun.khan344@example.com,2026-01-30,VIP
CUST0345,Isha Deshmukh,isha.deshmukh345@example.com,2024-02-20,VIP
CUST0346,Priya Joshi,priya.joshi346@example.com,2025-11-19,PREMIUM
CUST0347,Yash Khan,yash.khan347@example.com,2025-07-17,REGULAR
CUST0348,Priya More,priya.more348@example.com,2025-07-11,REGULAR
CUST0349,Ananya Deshmukh,ananya.deshmukh349@example.com,2024-10-21,REGULAR
CUST0350,Sneha Patel,sneha.patel350@example.com,2024-11-25,VIP
CUST0351,Meera Sharma,meera.sharma351@example.com,2024-03-19,PREMIUM
CUST0352,Yash Sawant,yash.sawant352@example.com,2026-05-27,REGULAR
CUST0353,Aditya Khan,aditya.khan353@example.com,2026-05-10,REGULAR
CUST0354,Aditi Joshi,aditi.joshi354@example.com,2024-12-27,PREMIUM
CUST0355,Rahul Singh,rahul.singh355@example.com,2026-07-14,REGULAR
